@relation repo_popular

@attribute fork numeric
@attribute size numeric
@attribute sum numeric
@attribute avg numeric
@attribute weight numeric

@data
0,183,11,11,11
0,160,2,2,2
0,150,1669,1669,1669
0,109,1669,1669,1669
0,109,0,0,0
0,296,275,45.8333,134.688
0,152,18,18,18
0,372,134,134,134
0,116,2,2,2
0,190,10,5,4.58824
0,124,5,5,5
0,2890,1678,83.9,155.182
0,428,18,18,18
0,100,54,54,54
16,162753,58,58,58
0,12656,3420,37.1739,182.263
10,200,6,6,6
2,326,16,16,16
5,45719,13634,1704.25,5115.55
0,932,2,2,2
0,116,2,2,2
0,23872,77,77,77
0,16812,77,77,77
0,120,10,10,10
0,356,64,32,36.1429
0,2390,8834,4417,8781.93
1,144,26,26,26
0,104,244,122,137.6
131,559,7053,391.833,1409.31
0,116,1580,1580,1580
0,240,19,19,19
3,292,2135,2135,2135
0,256,7762,7762,7762
0,5084,1788,137.538,473.397
4,132,1396,1396,1396
0,296,10,10,10
0,648,366,122,77.4494
0,90,87,87,87
866,14404,5164,1032.8,4449.85
2,26102,0,0,0
1,162,53,17.6667,36.9371
0,452,17,17,17
211,9290,1665,1665,1665
1,4406,9799,3266.33,7000.64
0,94079,1506,1506,1506
0,116,14,14,14
0,18885,121,13.4444,13.937
22,247,11619,2323.8,8245.93
0,164,0,0,0
0,216,61,15.25,31.625
0,544,5,5,5
0,118,59,59,59
0,260735,1505,24.2742,28.0336
0,84600,6,2,1.375
0,192,0,0,0
0,1994,6114,2038,272.911
0,4552,2348,117.4,76.6116
0,2669,763,50.8667,104.849
0,930,77,77,77
1,196,13,13,13
3,2552,2172,543,368.43
0,638,204,102,145.873
0,206,3603,450.375,2121.85
0,29630,624,36.7059,45.9985
2,124,0,0,0
1,387,124,62,67.5714
0,2219,1018,509,822.358
0,132,4,4,4
0,128,1580,1580,1580
0,10767,12,6,4
0,438,936,187.2,54.2308
0,142,22,22,22
2,100,0,0,0
0,2345,72,36,27.2
1,1918,1510,27.4545,148.641
0,160,21,21,21
0,966,1904,95.2,369.663
0,2075,1,1,1
0,340,0,0,0
0,1368,72,8,6.17073
0,648,3,1.5,2.73529
0,190,54,27,41.2857
0,371,119,59.5,88.1111
1,124,2258,2258,2258
0,200,0,0,0
0,64879,556,32.7059,34.5942
0,300,3,3,3
0,188,21,21,21
0,1036,65,65,65
0,3408,10,10,10
0,1544,18,18,18
0,179,1616,808,877.4
0,148,33,33,33
3,154,5140,2570,3854.5
0,6011,127,31.75,49.6316
0,71,8,8,8
0,9880,0,0,0
0,100,9,9,9
0,437,14625,541.667,7612.88
2,18,96,96,96
0,752,3824,224.941,1749.71
1,173,23,23,23
0,1763,10179,1017.9,421.689
2,160,249,249,249
0,132,55,55,55
1,100,2874,2874,2874
0,100,2874,2874,2874
4,59,17,4.25,11.6875
4,17,73,18.25,23.8889
0,20213,6585,43.0392,134.565
2,128,1580,1580,1580
0,113,905,905,905
3,725,48,48,48
0,592,3,3,3
0,146,69,69,69
0,116,1580,1580,1580
0,108,0,0,0
1,136,1580,1580,1580
0,138,419,52.375,46.2059
0,148,18,18,18
0,126,1700,283.333,232.85
0,4230,857,71.4167,39.7323
0,0,0,0,0
0,116,4310,4310,4310
0,89,5,5,5
0,1176,54,54,54
1,14436,2,0.666667,0.645161
0,148,1580,1580,1580
0,678,48,48,48
0,185779,3381,116.586,269.71
5,736,16,16,16
1,1203,1763,587.667,58.6429
0,8651,1092,43.68,109.121
0,641,2444,222.182,223.834
0,10022,10803,196.418,1332.54
0,140,1580,1580,1580
0,10457,5981,186.906,397.931
0,300,28,28,28
0,108,13,13,13
0,359,49,49,49
0,38271,37267,92.0173,649.027
1,176,2112,2112,2112
0,236,12,12,12
0,26640,57,28.5,29.75
0,215,349,69.8,65.0909
0,2164,877,292.333,725.902
5,107555,848,17.3061,29.6157
0,259,255,85,126
0,0,40,40,40
0,464,523,47.5455,135.418
0,140,7762,7762,7762
3,2165,11,5.5,8.8
4,1246,52,52,52
0,20336,0,0,0
1,173,2,2,2
1,277,1708,569.333,177.146
0,2234,6,6,6
0,150,2513,193.308,162.692
2,507,2079,415.8,1449.45
0,5476,34,34,34
0,218,751,125.167,51.5417
0,128,559,139.75,64.3043
0,1904,415,12.9688,18.9266
0,2799,2327,193.917,176.376
1,210,189,37.8,37.8
23,1170,2418,268.667,860.62
1,221,2874,2874,2874
1,460,48,16,16.6198
0,212,6260,6260,6260
0,1785,1015,169.167,393.1
0,123,4428,1476,889.2
0,2754,53,17.6667,45.8333
0,1685,3464,86.6,388.955
1,7441,255,255,255
0,2973,22,11,13.3333
0,128,18,9,11.6667
0,30323,479,7.14925,13.7013
36,27400,2677,334.625,1890.78
0,116,5134,2567,1736
0,71,2301,575.25,1250.81
6,1723,2080,2080,2080
0,1074,314,157,81.5
0,115,441,441,441
0,10164,6,3,2.87273
0,128,15,15,15
0,207,95,19,34.2329
0,128,1580,1580,1580
0,548,0,0,0
0,4655,183,9.15,24.6213
0,202,9226,615.067,1118.19
0,38532,39253,93.6826,634.995
0,1527,2163,360.5,1875.21
0,18367,2610,435,394.454
0,68176,176,22,14.1864
0,189,46,23,3.44444
0,374,15,15,15
0,344,6,6,6
0,0,12,12,12
0,248,26,26,26
0,188,1580,1580,1580
0,164,33,33,33
1,8204,5337,1779,4247.47
16,830,158,26.3333,34.3615
2,6162,211,70.3333,43.8421
0,168,0,0,0
0,94,43,21.5,29.7143
0,862,254,42.3333,85.4462
0,4648,0,0,0
0,231,0,0,0
1,333,0,0,0
0,328,0,0,0
1,15,36,18,32.9677
0,438,12710,508.4,1473.95
0,144,6,6,6
0,136,7,7,7
0,372,37,12.3333,13.625
3,71,84,21,19.0769
3,176,8967,4483.5,5620.8
0,116,1797,1797,1797
0,164,81,81,81
0,1425,1230,205,898.314
0,8863,17,3.4,3.06667
0,90103,163980,371.837,3191.32
0,309,324,324,324
0,196,1,1,1
0,27991,19939,164.785,336.043
0,128,44,44,44
0,503,89,44.5,51.5
0,122900,1084,18.3729,28.5988
0,549,2601,325.125,1945.67
2,586,122,122,122
0,1537,3179,227.071,1533.35
0,72754,1582,30.4231,214.779
0,252,0,0,0
5,230,1616,808,640
0,184,1610,1610,1610
0,265,13072,1188.36,3798
0,136,0,0,0
1,778,2979,993,193.5
1,151,1939,1939,1939
3,346,149,49.6667,9.9697
0,1659,0,0,0
0,5578,1002,1002,1002
0,7956,12,6,4
3,667,4617,2308.5,3776.27
0,169,374,124.667,125
1,111,1336,668,668
0,156,281,46.8333,41.6486
0,202248,1,1,1
0,2075,35,17.5,11.2766
0,2703,3,3,3
25,335,9373,4686.5,9200.22
0,140,3,3,3
0,109145,15216,80.5079,46.0972
0,140,10,10,10
0,1174,7,1.16667,0.096202
0,3592,2,2,2
0,1709,296,98.6667,186.377
0,100,77,77,77
1,184,1580,1580,1580
1,156,11,11,11
2,168,1580,1580,1580
0,6922,1510,27.4545,147.987
0,664,20,20,20
1,1016,3105,3105,3105
0,3212,2308,177.538,487.875
3,323,3383,1691.5,195.056
0,4900,3205,267.083,342.877
0,684,10,5,9.39024
0,1084,59,59,59
4,339,6513,3256.5,6041.56
0,122,2,2,2
0,194,23,11.5,15.55
0,184,15,15,15
0,148575,5319,2659.5,2145
0,292,0,0,0
2,180,2075,1037.5,890.893
2,172467,7001,1750.25,3265.59
0,18673,836,23.2222,52.6267
8,415,3392,1696,1841
0,196,359,359,359
0,36519,85544,196.653,329.989
0,152,3,3,3
2,186,6021,2007,1423.7
1,1893,4,4,4
0,1471,285,142.5,240.48
0,184,17,17,17
0,218,46,46,46
0,21136,11,5.5,3.25
0,1462,257,42.8333,57.7965
0,647,711,142.2,419.452
5,12956,3,3,3
0,120624,8,4,6.57143
0,325,117,23.4,17.4375
0,100,3861,3861,3861
0,104,6132,6132,6132
0,140,5,5,5
0,1623,2798,68.2439,253.882
5,293,2427,1213.5,2053.14
0,42556,697,46.4667,381.811
0,280,400,200,247.333
0,215,88,29.3333,14.1429
1,100,0,0,0
0,244,24,24,24
0,144,0,0,0
5,102,12385,12385,12385
0,2846,4794,191.76,316.798
0,799,24624,264.774,1942.83
0,123,2110,527.5,128.111
5,44,3863,1931.5,3801.63
0,112,7,7,7
0,1016,53,53,53
3,66,5,5,5
0,692,8,8,8
0,493,2976,425.143,515.99
0,1224,0,0,0
1,148,1658,1658,1658
0,796,7167,179.175,837.013
3,284,3460,3460,3460
0,0,208,208,208
0,20687,4151,79.8269,71.8192
6,1654,200,50,41.8955
0,190,280,280,280
0,21975,321,53.5,53.1887
0,146,1061,176.833,420.938
0,634,16011,3202.2,8598.2
0,160,11,11,11
0,4053,94,23.5,28.6154
0,220,61,61,61
0,24,61,61,61
0,9042,122,40.6667,81.4143
0,1975,253,63.25,78.1351
0,151,491,245.5,441
0,450,3137,241.308,1403.44
9,274,113,28.25,31.9
0,1998,6049,93.0615,111.726
0,100,1580,1580,1580
0,136,9319,9319,9319
0,439,2,2,2
0,208,20837,2083.7,1079.59
0,188,77,77,77
0,174,6098,762.25,1319.86
0,758,5736,573.6,1667.32
0,502,5338,889.667,1612.92
0,4129,67,22.3333,12.6667
0,2877,159,31.8,48.5929
0,296,13,13,13
0,132,7762,7762,7762
0,144,26,26,26
0,396,80,80,80
0,1452,59,59,59
0,316969,8655,432.75,457.756
0,148,1319,1319,1319
0,1545,84,28,64.0833
0,808,6260,6260,6260
1,5756,6260,6260,6260
0,172,11,11,11
0,100,26,26,26
0,2137,188,188,188
0,1811,2570,197.692,1365.91
0,147,264,37.7143,139.144
0,373,649,108.167,65.3818
0,50352,1485,114.231,320.961
3,126382,0,0,0
0,210,99,49.5,67.2
0,204,2417,604.25,2154.56
1,1544,17,17,17
0,55648,271,24.6364,42
0,16830,600,30,257.066
0,100,0,0,0
9,1120,100,50,74.6988
0,2208,1522,72.4762,95.3518
982,108060,900,15.7895,28.3503
2,256,1479,493,1101.15
0,126,57,28.5,53.6087
0,4299,1346,448.667,503.504
0,4951,20,20,20
0,134,33,33,33
0,1564,0,0,0
0,549,2601,325.125,1945.67
0,126382,0,0,0
17,80,4490,898,3546.92
4,197,1608,804,1476.53
0,207,237,237,237
1,150,9319,9319,9319
2,128,9319,9319,9319
0,140,7,7,7
0,368,108,15.4286,40.1628
0,96,802,802,802
0,110,17,8.5,7.75
1,344,12,12,12
14,190,148,29.6,67.1429
0,1314,5,5,5
8,653,1544,1544,1544
0,71930,275,137.5,255.262
0,21756,229,32.7143,64.029
0,200,27,27,27
0,276,256,128,139.524
5,3741,35,11.6667,26.9317
0,3784,28,28,28
0,1419,75,75,75
0,156,1330,1330,1330
4,792,23587,11793.5,7824.25
0,136,1429,1429,1429
0,0,11,11,11
0,3420,821,74.6364,569.248
0,247,1037,172.833,219.525
0,208,49,49,49
1,44,41,20.5,8.125
0,2129,13532,178.053,237.881
0,2978,877,175.4,446.562
0,145,446,63.7143,74.44
0,2888,116,58,29.7647
0,156,21,21,21
0,216,23,23,23
0,357,414,207,207
0,26772,102,34,26
0,128,7,7,7
0,180,8,8,8
0,129832,28,28,28
0,140,0,0,0
0,760,1372,1372,1372
0,821,30,7.5,8.66667
0,100,0,0,0
0,112,79,79,79
1,170713,1711,855.5,1413.07
0,124,5762,5762,5762
0,284,58,58,58
0,305,59,29.5,13.4286
4,177,373,186.5,326.115
0,256,8,8,8
0,360,2,2,2
1,544,116,116,116
0,140,1423,1423,1423
0,120,3786,3786,3786
0,1164,1841,65.75,61.8673
0,34260,27727,407.75,8675.85
2,187,12179,4059.67,9751.94
0,156,2861,2861,2861
0,488,104,20.8,52.8101
0,116,6,6,6
0,120,120,120,120
0,264,10,10,10
1,272,34,34,34
2,187,2,2,2
0,132,4310,4310,4310
0,524,5,5,5
1,131,9319,9319,9319
0,2003,4309,1077.25,467.667
9,2607,5146,1715.33,4784.91
3,177,18,6,6
0,580,3786,3786,3786
0,46087,1450,51.7857,476.35
2,122,42,14,15.7778
0,99327,15032,37.2079,59.921
0,914,32,10.6667,28.0179
0,1868,8,8,8
25,155,4420,552.5,1516.98
1,1468,16,16,16
0,125,1041,1041,1041
0,545,38,38,38
0,0,83,83,83
1,129,1815,1815,1815
0,105,0,0,0
0,152,1327,1327,1327
0,487,4,4,4
0,155,3855,3855,3855
0,460,1564,130.333,79.4545
0,416,200,40,39.2273
252,117,4033,366.636,296.43
9,56,6813,757,310.991
0,18172,10,10,10
0,4686,2804,29.8298,43.4427
0,414,157,78.5,37.1667
0,1464,17,17,17
0,264,43,43,43
0,241,0,0,0
3,314,16,8,11.7949
0,27150,1462,38.4737,85.7581
5,212,177,59,73.2273
0,179,13,13,13
0,15648,5,5,5
0,164,8,8,8
0,132,8,8,8
0,1968,281,93.6667,113.35
0,35008,7301,187.205,1725.47
2,296,3787,1262.33,2605.8
0,899,720,65.4545,34.1333
0,406,0,0,0
0,119,119,59.5,109.353
0,298,4819,229.476,205.367
0,20628,309,19.3125,68.3588
0,0,5,5,5
0,136,85,85,85
0,91649,15667,63.1734,381.704
0,128,5074,298.471,575.955
0,896,75,75,75
0,8661,52,26,23.3793
0,36545,287,23.9167,46.6875
0,1363,11008,305.778,1220.32
8,216,2,2,2
0,332,6174,363.176,2084.57
1,9550,6835,142.396,1965.88
7,10,2358,2358,2358
1,1535,23321,457.275,4519.17
0,1447,2290,28.625,168.415
0,152,3291,3291,3291
0,288,135,67.5,90.75
0,120,21,21,21
4,1963,2093,1046.5,994.241
2,209,7776,3888,7057.64
0,1726,2570,197.692,1365.91
0,6577,6530,128.039,101.018
47,130,499,83.1667,23.3538
1,5665,14422,4807.33,4154.23
0,128,48,48,48
10,2660,1305,1305,1305
3,1008067,21,21,21
0,204,13,13,13
0,19851,35,11.6667,22.822
0,136,1396,1396,1396
0,4832,50,12.5,23.4545
0,272,7,3.5,5.4697
0,187,524,174.667,355.262
0,179,1898,474.5,287.2
0,164,33,33,33
0,220,10,10,10
0,1506,2067,295.286,52.5483
1,142,4199,4199,4199
0,1916,974,162.333,180.016
0,0,0,0,0
0,238,47,47,47
1,3168,11,11,11
0,13448,5,5,5
0,584,21,21,21
0,183,1569,784.5,1320.57
0,220,4,4,4
0,195,2846,474.333,1447.87
0,2372,86,86,86
0,429,2410,267.778,1274.87
0,494,2856,476,1428.49
0,180,47,47,47
0,134,2789,697.25,1393.93
0,472,8,8,8
0,142,2812,562.4,1505.8
0,220,2233,1116.5,1199.14
0,286,2233,1116.5,1169.09
0,107,1974,658,1219.9
0,166,2808,561.6,1239.72
0,477,3406,681.2,1370.35
1,166,21,21,21
0,708,108,108,108
0,244,252,28,43.0196
0,1612,3722,70.2264,535.276
8,475,1,1,1
0,15073,29352,88.4096,3300.02
0,450,24,12,18
1,429,4561,2280.5,4125.5
3,168,6379,6379,6379
50,77249,2186,437.2,537.094
0,157,580,580,580
0,184,59,59,59
0,2138,255,255,255
0,2176,10,5,3.33333
0,441,380,31.6667,64.8208
27,335,1412,1412,1412
0,620,81,81,81
0,5575,2310,144.375,251.902
1,148,1363,1363,1363
0,160,28,28,28
0,18058,612,51,244.108
0,6821,79,11.2857,10.2432
14,1061,11,5.5,8.78125
0,40881,1043,29.8,142.546
0,1312,265,132.5,132.5
1,151517,1551,310.2,249.075
8,1228,103,103,103
5,152,2314,771.333,1419.17
0,11516,685,36.0526,418.597
0,1148,16,16,16
1,100,4310,4310,4310
0,267,185,18.5,34.2391
0,488,41129,4569.89,2297.28
2,224,4310,4310,4310
0,964,49,8.16667,2.52518
0,143,1397,698.5,195.786
0,428,79,19.75,14.6944
1,264,12,12,12
0,639,16011,3202.2,7791.14
2,156,3121,3121,3121
0,26590,31377,227.37,1555.68
0,0,13,13,13
1,153,3808,1904,3420.91
0,1640,36,3,6.87076
0,1726,2570,197.692,1365.91
0,6,4,4,4
1,136,0,0,0
0,18776,31892,255.136,399.281
0,2139,37095,91.367,701.608
0,1605,1341,20.6308,31.9909
0,399,106,15.1429,15.8514
0,53928,40,2.85714,1.70542
0,1464,28,28,28
1,529,66,22,17.7619
0,12867,448,49.7778,28.5866
0,425672,19732,19732,19732
0,146,3809,1269.67,220.879
0,3154,6,6,6
0,14378,38524,360.037,4440.69
0,823,116,116,116
0,212,85,85,85
0,272,0,0,0
0,3110,6,6,6
0,5024,229,28.625,129.691
0,185,73,24.3333,32.7174
0,133,130,130,130
0,236,41,41,41
0,94,139,139,139
0,252,12,12,12
0,696,21,21,21
0,22817,5063,15.3891,72.516
2,151,4476,2238,3773.71
0,124,130,130,130
4,1466,1,1,1
0,342,5769,524.455,148.721
0,221,86,28.6667,45.9167
0,6399,517,25.85,49.4804
1,419,1375,196.429,396.555
1,16969,0,0,0
0,104,110,27.5,21.6957
0,59338,11716,64.3736,91.1874
0,4626,616,102.667,62.0487
0,107,18,18,18
0,2418,168,28,50.5714
0,138,551,275.5,422.839
0,206,2,2,2
0,1082,224,24.8889,41.6129
3,265,80,13.3333,15.4286
0,3248,4,4,4
0,100,0,0,0
0,832,350,21.875,219.945
3,2657,1723,1723,1723
0,1028,2537,2537,2537
0,1497,509,33.9333,43.3203
0,4340,6586,68.6042,1082.08
0,125,91,18.2,45.8148
0,33172,55,18.3333,30.8667
0,956,15,15,15
0,127,14,14,14
0,60765,7701,275.036,1711.05
0,1466,234,234,234
0,2697,555,185,349.472
12,818,4847,807.833,3700.12
0,190,1758,1758,1758
0,504,4210,135.806,158.115
14,176,3758,3758,3758
2,1871,1507,1507,1507
0,343,321,64.2,102.375
0,498,112,37.3333,82.7814
0,62797,27,9,4.57692
0,2616,2344,55.8095,233.126
0,2000,0,0,0
0,130,29,14.5,13.2553
0,132,15,15,15
0,11650,2065,1032.5,1790.53
2,393,3193,1064.33,2486.59
1,5640,1507,1507,1507
0,934,6,6,6
0,316,297,22.8462,25.2308
0,4221,335,55.8333,90.1034
0,460,33,33,33
0,176,1002,1002,1002
0,232,1535,1535,1535
0,23323,1087,362.333,953.932
0,100,47,47,47
0,61409,24819,58.9525,75.2864
0,229,1728,345.6,121.548
1,585,4,4,4
0,16793,58,14.5,40.1474
0,30226,30256,99.5263,381.431
0,365,162,162,162
13,263,16114,3222.8,10272
0,5110,35,17.5,17.5
0,150,107,53.5,86.9231
0,140,31,15.5,29
0,217,30,15,15.875
0,81,151,151,151
0,8300,11,11,11
0,354,8978,213.762,1058.06
0,285,210,42,58.2727
0,141,65,21.6667,28.5714
0,271,16,3.2,8.22222
3,1050,1338,669,1195.4
19,768,5038,314.875,1408.08
0,130,1822,455.5,608.333
0,248,19,19,19
0,121,202,101,128.333
0,69,212,212,212
0,70,212,212,212
0,2630,1388,198.286,43.7622
2,274,1355,135.5,257.49
7,172,1344,1344,1344
5,312,1499,1499,1499
0,168,31,31,31
0,132,25,25,25
0,12327,6505,48.5448,297.781
5,10,11863,5931.5,10616.7
0,69636,11606,47.3714,720.235
0,65970,38492,108.734,382.678
2,30512,38492,108.734,382.678
20,82,2746,228.833,652.396
0,332,10,10,10
2,168,4205,2102.5,3998.62
0,120,55,55,55
0,200,21,21,21
0,36867,1433,57.32,295.599
0,13419,3034,43.971,239.622
5,4376,2229,185.75,594.21
2,195,2258,2258,2258
1,2040,20,10,6.5
3,1742,15429,211.356,395.56
0,3477,8244,39.445,363.873
0,132,11,11,11
2,273,1424,712,1305.68
0,971,11334,131.791,575.907
2,1932,1495,83.0556,87.4135
0,592,72,72,72
1,20096,6,6,6
0,110,332,332,332
0,158,1870,170,118.313
0,176,8967,4483.5,5620.8
2,35,1669,1669,1669
7,300,1471,1471,1471
2,252,5538,5538,5538
0,5940,10,10,10
0,377,133,22.1667,19.4222
0,1500,439,62.7143,286.189
0,124,0,0,0
18,444,4284,1071,3908.02
0,5440,2,2,2
0,14242,42,21,24.8596
0,648,30,10,4.51613
0,115,3,3,3
0,128,110,110,110
0,1137,493,246.5,475.16
0,557,25,12.5,10.125
0,1653,761,50.7333,64.0676
0,164,36228,2587.71,16101.1
0,128,14,14,14
0,51073,12349,75.2988,450.311
0,698,378,126,148.6
0,4413,296,42.2857,47.4187
0,246,5522,613.556,1808.86
0,30390,30256,99.2,381.068
2,14933,3375,3375,3375
0,16197,1459,47.0645,82.4899
0,4684,20,20,20
0,122,917,458.5,540.333
0,200,58,58,58
0,70,10,10,10
0,884,3682,136.37,208.038
1,158,4360,2180,3148.18
4,963,4657,4657,4657
1,934,264,37.7143,145.452
0,84,130,43.3333,66.1667
0,144,2354,2354,2354
0,0,1,1,1
0,13674,41,13.6667,16.4261
5,171,1840,1840,1840
0,4201,343,171.5,50.1154
0,7872,180,22.5,80.5714
0,1788,106,35.3333,64.7368
0,392,14463,1607,1565.04
0,208,0,0,0
0,744,43,43,43
0,2390,2968,89.9394,238.452
0,1208,35004,1029.53,16449.7
4,664,20,10,10
0,472,124,124,124
0,164,19,19,19
0,14115,0,0,0
0,4812,8,8,8
0,176,112,56,87.8966
2,6746,1672,836,877.25
0,123,523,261.5,337.156
1,172,6,6,6
0,2586,4,4,4
0,0,1335,1335,1335
2,105,9319,9319,9319
7,26425,4524,4524,4524
0,100,9,9,9
0,811,68,34,50.5
4,1752,4524,4524,4524
0,1919,103,103,103
1,160,6,6,6
0,1425,116,7.73333,18.2185
0,273,726,726,726
0,85869,311,77.75,111.125
0,2606,3733,149.32,387.382
2,23488,5261,5261,5261
0,54,4213,2106.5,4009.52
10,135,4235,1411.67,3820.59
0,136,1396,1396,1396
0,144,31,31,31
0,107195,24823,146.018,114.431
0,472,11,11,11
0,336,20,20,20
1,148,16,16,16
0,7315,669,44.6,101.227
0,1117,509,509,509
0,315,1661,1661,1661
1,116,2593,2593,2593
0,160,1344,1344,1344
5,360,0,0,0
0,200,0,0,0
60,1195,5580,558,3598.95
0,2240,53,53,53
1,371,53,53,53
0,10636,0,0,0
2,381,1267,633.5,767.375
0,95,43,43,43
0,134,781,390.5,442.523
0,98,64,64,64
0,5604,13826,345.65,524.438
0,1840,8,8,8
0,141,2861,2861,2861
2,881,98,98,98
0,128,12,12,12
6,3914,1330,1330,1330
5,307,6722,6722,6722
1,6192,1664,832,734.989
0,714,12,12,12
0,306,8559,2139.75,5134.2
0,119,2066,1033,1033
1,517,20,10,16.7692
12,892,2789,697.25,2270.06
0,193,301,100.333,36.3492
0,820,168,168,168
0,384,0,0,0
26,36,1918,319.667,1579.62
1,124,34,34,34
0,224,1005,1005,1005
0,5478,20618,1586,1584.45
0,115,1423,1423,1423
0,909,13,13,13
0,8420,1623,541,1114.35
0,462,12592,2518.4,11294.2
1,106,13,13,13
0,156,13,13,13
0,100,13,13,13
0,336,13,13,13
0,200,13,13,13
0,388,13,13,13
0,840,13,13,13
0,384,13,13,13
0,8154,91,45.5,46.75
0,7752,1465,1465,1465
0,760,17,17,17
1,185,2336,1168,1529.64
0,224,17,17,17
0,467,968,33.3793,59.306
0,136,14,14,14
0,58292,7725,40.873,58.4324
0,5336,5,5,5
0,1551,41976,711.458,2208.09
0,132,16,16,16
56,298,10764,3588,5568.07
8,807,357,51,70
0,271,1934,644.667,1242.32
0,4917,530,19.6296,55.7364
0,4564,2363,112.524,75.781
0,153,43,43,43
0,487,25280,2106.67,401.674
96,438,12036,752.25,7748.55
3,153,2169,1084.5,1818.43
0,2444,20,20,20
0,131,637,91,58.9796
0,3986,4,4,4
0,424,1372,1372,1372
0,132,6,6,6
0,144,3926,1308.67,2067.05
0,30,31,7.75,7.95122
0,148,1610,1610,1610
0,127,9319,9319,9319
0,632,124,124,124
0,228,0,0,0
0,116,1815,1815,1815
0,73,485,485,485
0,156,8828,4414,1794.67
0,160,10,10,10
11,215,4470,894,1257.09
0,6789,7732,1546.4,764.924
0,248,0,0,0
0,569,902,300.667,747.649
37,779,179,179,179
0,658,238,59.5,112.922
0,632,5,5,5
0,905,167,83.5,149.5
0,244,19,9.5,10.6053
0,1852,34,6.8,7.38793
0,859,64936,164.395,1785.92
0,172,1605,1605,1605
0,1449,4258,1064.5,4036.63
0,87952,24,1.71429,2.50758
1,207,1539,171,1119.44
0,354,3230,201.875,238.264
0,122,10832,1805.33,964.652
0,0,208,208,208
0,120,108,54,86.9333
0,136,8,8,8
0,548,5,5,5
0,104,8,8,8
0,728,8,8,8
0,456,98,32.6667,49.8421
1,132,4,4,4
0,185,45,15,17.9318
0,349,114,114,114
0,149,5,5,5
0,116,7,7,7
1,256,1429,1429,1429
1,167,10569,5284.5,9630.75
4,580,21,10.5,10.0732
0,296,181,30.1667,55.0707
0,151,103,51.5,76.675
4,169,3952,1976,1870.22
0,1572,31661,206.935,508.355
0,114,1840,1840,1840
0,402,1347,336.75,40.5144
0,172,29,29,29
0,2257,291,291,291
0,188,66,66,66
0,212,10,10,10
1024,84,8150,905.556,1708.07
0,1667,193,64.3333,118.713
0,120,48,48,48
4,1904,1507,1507,1507
0,152,10,10,10
0,112,0,0,0
2,8385,1683,841.5,1233.6
0,4110,3982,117.118,65.3563
0,1080,5,5,5
0,2186,5,2.5,2.16667
0,6876,86,86,86
0,826,707,117.833,87.5161
0,20863,1623,270.5,309.85
0,2826,627,156.75,182.788
0,137,200,100,188.667
0,58179,28,3.5,2.26953
0,152,48,48,48
0,377,359,59.8333,59
0,221,58,19.3333,27.2941
2,328,24,12,11.8
0,0,0,0,0
0,647,10491,524.55,442.763
0,336,28,9.33333,7.42857
195,1597,1974,179.455,1207.84
10,20491,35,35,35
0,4856,520,43.3333,183.404
0,218,119,119,119
6,159,2076,692,1477.71
1,120,1327,1327,1327
0,129,2062,515.5,939.919
3,291,16016,5338.67,10840.7
0,9976,5,5,5
0,2393,6268,1044.67,92.0401
89,3904,11719,2929.75,8983.72
0,450,4321,240.056,337.448
0,38425,373,37.3,88.667
0,2664,5,5,5
0,110415,4012,445.778,2846.14
0,129,414,414,414
2,183,1644,548,1023.71
0,35,5,5,5
0,2259,42331,742.649,5969.58
0,232,20,20,20
0,375,3125,284.091,395.706
0,130,2737,547.4,844.85
0,128,7,7,7
16,164,7,7,7
0,1855,72,72,72
0,152,72,72,72
0,165,72,72,72
0,620,85,42.5,59.7931
0,2151,85,42.5,60.2
0,1072,1396,1396,1396
0,170,72,36,59.25
0,24713,1038,33.4839,36.1838
2,10613,38,38,38
0,4410,193,21.4444,45.5537
0,173,11858,1317.56,8577.6
3,172,11822,5911,11228.3
0,284,1420,710,176.444
0,180,33,33,33
0,152,1579,789.5,384.2
0,20224,1201,11.6602,11.3537
1,375,2336,1168,1589.91
0,140,77,77,77
0,116,180,180,180
0,135,1984,396.8,218.111
0,61104,9572,9572,9572
0,2346,1137,189.5,644.688
11,487,1321,1321,1321
0,264,393,196.5,231.366
75,643,11909,476.36,3662.35
0,7564,14,14,14
2,1496,8810,8810,8810
0,139,147,73.5,115.839
0,120,19732,19732,19732
0,1516,153,153,153
0,384,494,41.1667,126.404
0,328,80,80,80
0,477,173,34.6,107.953
0,816,6,6,6
0,284,4,4,4
0,148,55,55,55
2,289,1766,1766,1766
0,184,2,1,0.363636
0,821,4713,72.5077,62.2323
2,574,983,140.429,447.69
0,136,3679,3679,3679
0,36816,501,501,501
0,2522,69,9.85714,18.2286
0,3183,40,13.3333,0.889868
0,183,71,71,71
0,9387,3996,56.2817,40.4031
0,2107,1611,402.75,1039.68
327,2155,14690,206.901,3393.02
7,134,2188,2188,2188
1,226,1668,1668,1668
3,348,1448,482.667,1137.04
0,312,265,132.5,45.4167
0,541,2510,125.5,105.442
0,5720,110,110,110
0,73816,74039,423.08,7555.84
0,69,276,276,276
0,18445,12598,149.976,999.709
0,136,15,15,15
1,152,249,249,249
3,367,3777,419.667,145.335
0,140,75,75,75
0,101,1041,1041,1041
1,12,1344,1344,1344
9,186,1394,1394,1394
0,200,4388,4388,4388
0,5707,5,5,5
0,128,1,1,1
0,158,1735,1735,1735
0,10,10,10,10
0,1504,138,17.25,24.031
